"dwc.scientificName","freq"
"Scyliorhinus retifer",4
"Serranochromis longimanus",4
"Setarches guentheri",4
"Stegastes partitus",4
"Synodontis macrostigma",4
"Synodontis zambezensis",4
"Synodus poeyi",4
"Thorichthys ellioti",4
"Thymallus arcticus",4
"Xenagoniates bondi",4
"Xiphophorus cortezi",4
"Xiphophorus hellerii",4
"Xiphophorus maculatus",4
"Aequidens paraguayensis",3
"Ageneiosus vittatus",3
"Amblyraja radiata",3
"Ameiurus catus",3
"Ammocrypta beanii",3
"Anableps dowei",3
"Anchoa",3
"Aphyocharax erythrinoides",3
"Apteronotus albifrons",3
"Apteronotus leptorhynchus",3
"Arothron meleagris",3
"Barbus unitaeniatus",3
"Bathypterois viridensis",3
"Bothus robinsi",3
"Brachyhypopomus bullocki",3
"Brosmiculus imberbis",3
"Bryconamericus",3
"Bryconamericus scleroparius",3
"Bryx dunckeri",3
"Calamus pennatula",3
"Callionymus agassizi",3
"Canthidermis maculata",3
"Caranx bartholomaei",3
"Caranx marginatus",3
"Carcharhinus leucas",3
"Carcharhinus obscurus",3
"Catostomus plebeius",3
"Chasmodes longimaxilla",3
"Cheimarrichthys fosteri",3
"Chilodus punctatus",3
"Cichla temensis",3
"Cichlasoma ellioti",3
"Cichlasoma fenestratum",3
"Cichlasoma managuense",3
"Cichlasoma trimaculatum",3
"Cichlasoma tuba",3
"Clarias ngamensis",3
"Corydoras",3
"Ctenogobius sagittula",3
"Culaea inconstans",3
"Cyprinella spiloptera",3
"Cyprinodon bifasciatus x atrorus",3
"Dionda sp.1 - Conchos",3
"Dorosoma anale",3
"Dysomma anguillare",3
"Elagatis bipinnulata",3
"Epinephelus itajara",3
"Ericymba buccata",3
"Erotelis smaragdus",3
"Etheostoma pottsii",3
"Etheostoma squamiceps",3
"Etheostoma thompsoni",3
"Farlowella",3
"Fundulus",3
"Fundulus diaphanus",3
"Gambusia affinis x geiseri",3
"Gambusia krumholzi",3
"Gambusia quadruncus",3
"Gibbonsia norae",3
"Gila robusta",3
"Gobionellus microdon",3
"Gobiosoma spes",3
"Gymnothorax",3
"Gymnothorax ocellatus",3
"Haemulon parrai",3
"Haemulon sciurus",3
"Halichoeres dispilus",3
"Halosaurus guentheri",3
"Harengula humeralis",3
"Hemanthias vivanus",3
"Hemichromis letourneuxi",3
"Herichthys bartoni",3
"Herichthys pantostictus",3
"Herichthys tamasopoensis",3
"Heterostichus rostratus guadalupensis",3
"Hybognathus",3
"Hyphessobrycon tortuguerae",3
"Hypostomus plecostomus",3
"Hypsoblennius jenkinsi",3
"Hypsophrys nicaraguensis",3
"Ictaluridae",3
"Ictiobus niger",3
"Labrisomus multiporosus",3
"Lacantunia enigmatica",3
"Lachnolaimus maximus",3
"Lampetra similis",3
"Lepisosteus platostomus",3
"Lepisosteus platyrhincus",3
"Lepomis cyanellus x megalotis",3
"Lepomis cyanellus x microlophus",3
"Lepomis cyanellus x sp.",3
"Lepomis macrochirus x microlophus",3
"Lepomis megalotis x cyanellus",3
"Lonchopisthus lindneri",3
"Megalamphodus axelrodi",3
"Menticirrhus saxatilis",3
"Metynnis argenteus",3
