"dwc.preparations","freq"
"tissue (95% ethanol) - 10; whole organism (ethanol) - 2; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 20",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 20; Gift Specimen(s) - 20",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 20; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 22",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 22; Gift Specimen(s) - 21",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 23",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 23; tissue (95% ethanol) - 1; Gift Specimen(s) - 22",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 24; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 25",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 25; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 278; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 28",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 28; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 29",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 3; EOD Recording - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 30; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; body parts (ethanol) - 2; whole organism (C & S) - 2; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 33; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 34; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 35",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 35; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 37; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 38; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 4; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 40; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 40; whole organism (C & S) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 41; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 44; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 45",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 46",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 46; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 48; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 49",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 5; Gift Specimen(s) - 5",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 5; tissue (95% ethanol) - 1; Gift Specimen(s) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; Gift Specimen(s) - 7; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 50",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 50; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 53; Gift Specimen(s) - 53",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 55; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 55; tissue (95% ethanol) - 1; Gift Specimen(s) - 54",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 57; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 59; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 6; Gift Specimen(s) - 5",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 6; Gift Specimen(s) - 6; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 6; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 7",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 7; Gift Specimen(s) - 7",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 7; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 8",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 83; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 9; Gift Specimen(s) - 9; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (isopropanol) - 17",1
"tissue (95% ethanol) - 10; whole organism (isopropanol) - 2",1
"tissue (95% ethanol) - 10; whole organism (isopropanol) - 2; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (isopropanol) - 2; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (isopropanol) - 21",1
"tissue (95% ethanol) - 10; whole organism (isopropanol) - 8",1
"tissue (95% ethanol) - 13; whole organism (ethanol) - 13",1
"tissue (95% ethanol) - 19; whole organism (ethanol) - 19",1
"tissue (95% ethanol) - 2; tissue (95% ethanol) - 10",1
"tissue (95% ethanol) - 2; whole organism (isopropanol) - 20",1
"tissue (95% ethanol) - 20; whole organism (ethanol) - 20",1
"tissue (95% ethanol) - 20; whole organism (isopropanol) - 47; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 21; whole organism (ethanol) - 21",1
"tissue (95% ethanol) - 23; whole organism (ethanol) - 23",1
"tissue (95% ethanol) - 24; whole organism (ethanol) - 24",1
"tissue (95% ethanol) - 26",1
"tissue (95% ethanol) - 27; whole organism (ethanol) - 27",1
"tissue (95% ethanol) - 3; whole organism (ethanol) - 6",1
"tissue (95% ethanol) - 35; whole organism (ethanol) - 35",1
"tissue (95% ethanol) - 4",1
"tissue (95% ethanol) - 4; EOD Recording - 2; whole organism (ethanol) - 15",1
"tissue (95% ethanol) - 4; tissue (95% ethanol) - 1; whole organism (ethanol) - 1",1
"tissue (95% ethanol) - 40; whole organism (ethanol) - 40",1
"tissue (95% ethanol) - 5; whole organism (ethanol) - 5",1
"tissue (95% ethanol) - 9",1
"tissue (95% ethanol) - 9; whole organism (ethanol) - 9; EOD Recording - 9",1
"tissue (DMSO/EDTA) - 10",1
"tissue (DMSO/EDTA) - 10; skeleton (dry) - 1",1
"tissue (DMSO/EDTA) - 10; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; whole organism (ethanol) - 8; tissue (DMSO/EDTA) - 1",1
"tissue (DMSO/EDTA) - 10; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; whole organism (ethanol) - 6; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1",1
"tissue (DMSO/EDTA) - 10; tissue (DMSO/EDTA) - 1; whole organism (ethanol) - 8; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1",1
"tissue (DMSO/EDTA) - 10; whole organism (ethanol) - 2; tissue (DMSO/EDTA) - 1",1
"tissue (DMSO/EDTA) - 10; whole organism (ethanol) - 20",1
"tissue (DMSO/EDTA) - 10; whole organism (ethanol) - 7",1
"tissue (DMSO/EDTA) - 10; whole organism (ethanol) - 8; tissue (DMSO/EDTA) - 1",1
"tissue (dry) - 10",1
"video recording - 1; whole organism (ethanol) - 1",1
"whole organism (C & S) - 1; body parts (ethanol) - 1; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 9",1
"whole organism (C & S) - 1; body parts (ethanol) - 1; whole organism (ethanol) - 18",1
"whole organism (C & S) - 1; body parts (ethanol) - 1; whole organism (ethanol) - 6",1
"whole organism (C & S) - 1; tissue (95% ethanol) - 10; body parts (ethanol) - 1; Gift Specimen(s) - 1; whole organism (ethanol) - 5",1
"whole organism (C & S) - 1; tissue (95% ethanol) - 10; Gift Specimen(s) - 23; tissue (95% ethanol) - 1; body parts (ethanol) - 1; whole organism (ethanol) - 23",1
"whole organism (C & S) - 1; whole organism (ethanol) - 1",1
"whole organism (C & S) - 1; whole organism (ethanol) - 16",1
"whole organism (C & S) - 1; whole organism (ethanol) - 18",1
"whole organism (C & S) - 1; whole organism (ethanol) - 2",1
"whole organism (C & S) - 1; whole organism (ethanol) - 3; body parts (ethanol) - 1",1
"whole organism (C & S) - 1; whole organism (ethanol) - 4",1
"whole organism (C & S) - 1; whole organism (ethanol) - 5",1
"whole organism (C & S) - 1; whole organism (ethanol) - 7",1
"whole organism (C & S) - 1; whole organism (ethanol) - 8",1
"whole organism (C & S) - 1; whole organism (formalin) - 1",1
"whole organism (C & S) - 1; whole organism (formalin) - 3",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 10",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 100",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 11",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 13",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 16",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 21",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 23",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 24",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 28",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 5",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 58",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 64",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 8",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 9",1
"whole organism (C & S) - 1; whole organism (isopropanol) - 9; body parts (ethanol) - 1",1
"whole organism (C & S) - 10; whole organism (formalin) - 4",1
"whole organism (C & S) - 11; whole organism (ethanol) - 22",1
"whole organism (C & S) - 11; whole organism (isopropanol) - 31",1
"whole organism (C & S) - 11; whole organism (isopropanol) - 35",1
"whole organism (C & S) - 12; whole organism (isopropanol) - 223; photograph - 1",1
"whole organism (C & S) - 13",1
"whole organism (C & S) - 2; tissue (95% ethanol) - 10; whole organism (ethanol) - 54; body parts (ethanol) - 1",1
"whole organism (C & S) - 2; whole organism (ethanol) - 11",1
"whole organism (C & S) - 2; whole organism (ethanol) - 16",1
"whole organism (C & S) - 2; whole organism (ethanol) - 17",1
"whole organism (C & S) - 2; whole organism (ethanol) - 18",1
"whole organism (C & S) - 2; whole organism (ethanol) - 19",1
"whole organism (C & S) - 2; whole organism (ethanol) - 20",1
"whole organism (C & S) - 2; whole organism (ethanol) - 22",1
"whole organism (C & S) - 2; whole organism (ethanol) - 31; body parts (ethanol) - 1",1
"whole organism (C & S) - 2; whole organism (ethanol) - 39",1
"whole organism (C & S) - 2; whole organism (ethanol) - 49",1
"whole organism (C & S) - 2; whole organism (formalin) - 2",1
"whole organism (C & S) - 2; whole organism (isopropanol) - 11",1
"whole organism (C & S) - 2; whole organism (isopropanol) - 13",1
"whole organism (C & S) - 2; whole organism (isopropanol) - 18",1
"whole organism (C & S) - 2; whole organism (isopropanol) - 3",1
"whole organism (C & S) - 2; whole organism (isopropanol) - 30",1
"whole organism (C & S) - 2; whole organism (isopropanol) - 36",1
"whole organism (C & S) - 2; whole organism (isopropanol) - 5",1
"whole organism (C & S) - 2; whole organism (isopropanol) - 8",1
"whole organism (C & S) - 2; whole organism (isopropanol) - 9",1
"whole organism (C & S) - 20; whole organism (isopropanol) - 49",1
"whole organism (C & S) - 21",1
"whole organism (C & S) - 21; whole organism (isopropanol) - 4",1
"whole organism (C & S) - 23; whole organism (formalin) - 1",1
"whole organism (C & S) - 27",1
"whole organism (C & S) - 3; body parts (ethanol) - 2",1
"whole organism (C & S) - 3; whole organism (ethanol) - 12",1
"whole organism (C & S) - 3; whole organism (ethanol) - 21",1
"whole organism (C & S) - 3; whole organism (ethanol) - 42",1
"whole organism (C & S) - 3; whole organism (ethanol) - 70",1
"whole organism (C & S) - 3; whole organism (ethanol) - 9",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 1",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 10",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 107",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 1141",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 117",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 2",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 21",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 26",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 27",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 3",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 40",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 49",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 61",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 7",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 75",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 8",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 9",1
"whole organism (C & S) - 3; whole organism (isopropanol) - 964",1
"whole organism (C & S) - 4; whole organism (formalin) - 2",1
"whole organism (C & S) - 4; whole organism (isopropanol) - 108",1
"whole organism (C & S) - 4; whole organism (isopropanol) - 12",1
"whole organism (C & S) - 4; whole organism (isopropanol) - 144",1
"whole organism (C & S) - 4; whole organism (isopropanol) - 16",1
"whole organism (C & S) - 4; whole organism (isopropanol) - 160",1
"whole organism (C & S) - 4; whole organism (isopropanol) - 17",1
"whole organism (C & S) - 4; whole organism (isopropanol) - 20",1
"whole organism (C & S) - 4; whole organism (isopropanol) - 22",1
"whole organism (C & S) - 4; whole organism (isopropanol) - 25",1
"whole organism (C & S) - 4; whole organism (isopropanol) - 26",1
"whole organism (C & S) - 4; whole organism (isopropanol) - 59",1
"whole organism (C & S) - 40",1
"whole organism (C & S) - 43",1
"whole organism (C & S) - 5; whole organism (ethanol) - 39",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 10",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 118",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 148",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 15",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 157",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 216",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 3",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 38",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 64",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 7",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 9",1
"whole organism (C & S) - 5; whole organism (isopropanol) - 97",1
"whole organism (C & S) - 51",1
"whole organism (C & S) - 6; whole organism (formalin) - 15",1
"whole organism (C & S) - 6; whole organism (isopropanol) - 29",1
"whole organism (C & S) - 6; whole organism (isopropanol) - 41",1
"whole organism (C & S) - 6; whole organism (isopropanol) - 65",1
"whole organism (C & S) - 67",1
"whole organism (C & S) - 7; whole organism (isopropanol) - 17",1
"whole organism (C & S) - 7; whole organism (isopropanol) - 203",1
"whole organism (C & S) - 70",1
"whole organism (C & S) - 72; whole organism (isopropanol) - 4",1
"whole organism (C & S) - 78",1
"whole organism (C & S) - 8; whole organism (isopropanol) - 18",1
"whole organism (C & S) - 8; whole organism (isopropanol) - 258",1
"whole organism (C & S) - 8; whole organism (isopropanol) - 46",1
"whole organism (C & S) - 80",1
"whole organism (C & S) - 9; whole organism (isopropanol) - 9",1
"whole organism (C & S) - 90",1
"whole organism (C & S) - 95",1
"whole organism (dry) - 5",1
"whole organism (ethanol) - 0; whole organism (ethanol) - 1; whole organism (ethanol) - 1; whole organism (ethanol) - 1",1
"whole organism (ethanol) - 1; 35 mm slide - 1; EOD Recording - 1",1
"whole organism (ethanol) - 1; EOD Recording - 1; 35 mm slide - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 1; EOD Recording - 1; photograph - 1; tissue (95% ethanol) - 10",1
"whole organism (ethanol) - 1; EOD Recording - 1; tissue (95% ethanol) - 1; 35 mm slide - 5",1
"whole organism (ethanol) - 1; EOD Recording - 1; tissue (95% ethanol) - 10",1
"whole organism (ethanol) - 1; EOD Recording - 10; EOD Recording - 1",1
"whole organism (ethanol) - 1; photograph - 1; tissue (95% ethanol) - 1; EOD Recording - 1",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 1; 35 mm slide - 1",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 1; 35 mm slide - 1; EOD Recording - 1",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 1; EOD Recording - 0",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 1; EOD Recording - 1; 35 mm slide - 1",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 1; whole organism (ethanol) - 1; whole organism (ethanol) - 1",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 10; 35 mm slide - 1",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 10; EOD Recording - 1",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 10; EOD Recording - 1; photograph - 1",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 10; Gift Specimen(s) - 2; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 10; whole organism (ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 2; 35 mm slide - 1",1
"whole organism (ethanol) - 1; tissue (95% ethanol) - 3; whole organism (C & S) - 2",1
"whole organism (ethanol) - 1; tissue (DMSO/EDTA) - 10; tissue (DMSO/EDTA) - 1",1
"whole organism (ethanol) - 1; tissue (DMSO/EDTA) - 2",1
"whole organism (ethanol) - 10; body parts (ethanol) - 1; whole organism (C & S) - 1; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 10; EOD Recording - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 10; Gift Specimen(s) - 10",1
"whole organism (ethanol) - 10; Gift Specimen(s) - 3",1
"whole organism (ethanol) - 10; Gift Specimen(s) - 9",1
"whole organism (ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; EOD Recording - 6; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 10; tissue (95% ethanol) - 10; whole organism (C & S) - 1; body parts (ethanol) - 1",1
"whole organism (ethanol) - 10; whole organism (C & S) - 1; tissue (95% ethanol) - 10",1
"whole organism (ethanol) - 10; whole organism (C & S) - 6; whole organism (ethanol) - 1; whole organism (ethanol) - 1",1
"whole organism (ethanol) - 10; whole organism (ethanol) - 1",1
"whole organism (ethanol) - 103; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 105",1
"whole organism (ethanol) - 107",1
"whole organism (ethanol) - 11; Gift Specimen(s) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 11; Gift Specimen(s) - 11",1
"whole organism (ethanol) - 11; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 11; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; EOD Recording - 5",1
"whole organism (ethanol) - 11; tissue (95% ethanol) - 10; Gift Specimen(s) - 11",1
"whole organism (ethanol) - 11; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 11; tissue (95% ethanol) - 11",1
"whole organism (ethanol) - 11; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1; tissue (DMSO/EDTA) - 1",1
"whole organism (ethanol) - 11; whole organism (C & S) - 1",1
"whole organism (ethanol) - 110; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 112",1
"whole organism (ethanol) - 114",1
"whole organism (ethanol) - 114; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 116",1
"whole organism (ethanol) - 117",1
"whole organism (ethanol) - 12; EOD Recording - 12",1
"whole organism (ethanol) - 12; EOD Recording - 3; tissue (95% ethanol) - 4",1
"whole organism (ethanol) - 12; tissue (95% ethanol) - 1; EOD Recording - 1",1
"whole organism (ethanol) - 12; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 12; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"whole organism (ethanol) - 12; tissue (95% ethanol) - 10",1
"whole organism (ethanol) - 12; tissue (95% ethanol) - 10; Gift Specimen(s) - 12",1
"whole organism (ethanol) - 12; tissue (95% ethanol) - 6",1
"whole organism (ethanol) - 12; whole organism (C & S) - 1",1
"whole organism (ethanol) - 120",1
"whole organism (ethanol) - 123",1
"whole organism (ethanol) - 124",1
"whole organism (ethanol) - 128; tissue (95% ethanol) - 10",1
"whole organism (ethanol) - 129",1
"whole organism (ethanol) - 129; whole organism (C & S) - 3",1
"whole organism (ethanol) - 13; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 13; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 13; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"whole organism (ethanol) - 13; tissue (95% ethanol) - 10; Gift Specimen(s) - 13",1
"whole organism (ethanol) - 13; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; Gift Specimen(s) - 13",1
"whole organism (ethanol) - 13; whole organism (C & S) - 2",1
"whole organism (ethanol) - 135",1
"whole organism (ethanol) - 14; Gift Specimen(s) - 4",1
"whole organism (ethanol) - 14; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 14; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 140",1
"whole organism (ethanol) - 141",1
"whole organism (ethanol) - 147",1
"whole organism (ethanol) - 148",1
"whole organism (ethanol) - 149",1
"whole organism (ethanol) - 15; tissue (95% ethanol) - 1; EOD Recording - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) -",1
"whole organism (ethanol) - 15; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 15; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 155",1
"whole organism (ethanol) - 157; tissue (95% ethanol) - 10",1
"whole organism (ethanol) - 158",1
"whole organism (ethanol) - 159",1
"whole organism (ethanol) - 16; body parts (ethanol) - 1; whole organism (C & S) - 3",1
"whole organism (ethanol) - 16; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 16; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 16; whole organism (C & S) - 1; body parts (ethanol) - 1",1
"whole organism (ethanol) - 16; whole organism (C & S) - 10",1
"whole organism (ethanol) - 16; whole organism (C & S) - 9",1
"whole organism (ethanol) - 162; whole organism (C & S) - 8; tissue (95% ethanol) - 10",1
"whole organism (ethanol) - 165",1
"whole organism (ethanol) - 17; Gift Specimen(s) - 16; whole organism (C & S) - 2",1
"whole organism (ethanol) - 17; Gift Specimen(s) - 6",1
"whole organism (ethanol) - 17; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 17; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 17; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"whole organism (ethanol) - 17; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"whole organism (ethanol) - 175",1
