"dwc.scientificName","freq"
"Etheostoma simoterum atripinne",4
"Etheostoma smithi",4
"Etheostoma swannanoa",4
"Fundulus stellifer",4
"Goodea atripinnis",4
"Hybognathus argyritus",4
"Hybognathus nuchalis nuchalis",4
"Hybopsis aestivalis hyostoma",4
"Ictalurus catus",4
"Lampetra lamottei",4
"Lepomis humilis × megalotis",4
"Luxilus chrysocephalus × Nocomis micropogon",4
"Macrhybopsis meeki",4
"Micropterus dolomieui",4
"Monodactylus sebae",4
"Mylopharodon conocephalus",4
"Nocomis asper",4
"Notropis alborus",4
"Notropis athernoides",4
"Notropis baileyi",4
"Notropis coccogenis",4
"Notropis galacturus",4
"Notropis lineapunctatus",4
"Notropis lutipinnis",4
"Notropis perpallidus",4
"Noturus lachneri",4
"Noturus phaeus",4
"Percina smithvanizi",4
"Pimephales tenellus",4
"Pomolobus chrysochloris",4
"Pomoxis sparoides",4
"Proterorhinus semilunaris",4
"Ptychocheilus oregonensis",4
"Scardinius erythrophthalmus",4
"Syngnathus scovelli",4
"Trachinotus falcatus",4
"Algansea tincella",3
"Alosa",3
"Ameca splendens",3
"Ameiurus",3
"Ameiurus brunneus",3
"Ameiurus catus",3
"Ammodytes americanus",3
"Astronotus ocellatus",3
"Astyanax aeneus",3
"Brevoortia patronus",3
"Catostomus catostomus catostomus",3
"Catostomus occidentalis",3
"Chorosomus neogaeus",3
"Clarias batrachus",3
"Clupea harengus",3
"Cottus aleuticus",3
"Cottus bairdi kumleini",3
"Cottus bairdii kumleini",3
"Cryptoheros spilurus",3
"Crystallaria asprella",3
"Elassoma evergladei",3
"Etheostoma bellator",3
"Etheostoma blenniodes",3
"Etheostoma chuckwachatte",3
"Etheostoma collettei",3
"Etheostoma colorosum",3
"Etheostoma crossopterum",3
"Etheostoma edwini",3
"Etheostoma euzonum",3
"Etheostoma lawrencei",3
"Etheostoma nigrum eulepsis",3
"Etheostoma pyrrhogaster",3
"Etheostoma raneyi",3
"Etheostoma scotti",3
"Etheostoma striatulum",3
"Fundulus",3
"Fundulus majalis",3
"Fundulus nottii",3
"Fundulus similis",3
"Gobiosoma bosc",3
"Gymnocephalus cernua",3
"Heterandria lutzi",3
"Hybopsis",3
"Hybopsis hypsinotus",3
"Ichthyomyzon castanaeus",3
"Ictalurus lacustris",3
"Ilyodon",3
"Jordanella floridae",3
"Lagodon rhomboides",3
"Lampetra camtschatica",3
"Lavinia exilicauda",3
"Lepisosteus spatula",3
"Leptocottus armatus",3
"Liparis inquilinus",3
"Lota lota lacustris",3
"Lucania parva",3
"Luxilus cerasinus",3
"Luxilus chrysocephalus integrade",3
"Lythrurus lirus",3
"Macrhybopsis storiana",3
"Micropogonias undulatus",3
"Micropterus salmoides floridanus",3
"Micropterus tallapoosae",3
"Micropterus warriorensis",3
"Moxostoma aureolum",3
"Mustelus canis",3
"Nocomis effusus",3
"Nocomis platyrhynchus",3
"Notropis amnis",3
"Notropis chrosomus",3
"Notropis hypselopterus",3
"Notropis venustus",3
"Notropis whipplei",3
"Noturus munitus",3
"Oncorhynchus aguabonita",3
"Oncorhynchus mykiss aguabonita",3
"Oregonichthys crameri",3
"Paralichthys lethostigma",3
"Percina caprodes fasciata",3
"Percina peltata",3
"Percina sciera sciera",3
"Phenacobius teretulus",3
"Phoxinus erthrogaster",3
"Phoxinus eryhtrogaster",3
"Pimphales notatus",3
"Poecilia mexicana",3
"Poeciliopsis infans",3
"Rhinichthys osculus",3
"Salvelinus alpinus",3
"Sander vitreus glaucus",3
"Scaphirhynchus platorhynchus",3
"Selene vomer",3
"Sphyraena borealis",3
"Thorichthys ellioti",3
"Thyrina meeki",3
"Tilapia zilli",3
"Toxotes jaculatrix",3
"Trachinotus goodei",3
"Urophycis regia",3
"Xenotoca melanosoma",3
"Acipenser oxyrhynchus",2
"Acrocheilus alutaceus",2
"Ambloplites constellatus",2
"Ancylopsetta ommata",2
"Aphredoderus sayanus gibbosus",2
"Arapaima gigas",2
"Ariopsis felis",2
"Astyanax mexicanus",2
"Barbonymus schwanenfeldii",2
"Belonesox belizanus",2
"Brycon guatamalensis",2
"Carcharhinus plumbeus",2
"Carpoides",2
"Catostomus macrocheilus",2
"Catostomus tahoensis",2
"Ceratichthys taurocephalus",2
"Channa marulius",2
"Chapalichthys encaustus",2
"Chilomycterus schoepfii",2
"Chologaster cornuta",2
"Chorosomus eos",2
"Chrosomus erythrogaster × Luxilus cornutus",2
"Citharichthys spilopterus",2
"Clinocottus embryum",2
"Coregonus hoyi",2
"Cottus baileyi",2
"Cottus bairdi kumlieni",2
"Cottus bairdii fumorum",2
"Cottus beldingii",2
"Cottus carolinae carolinae",2
"Cottus girardi",2
"Crenicichla",2
"Crystallaria cincotta",2
"Cyprinella chloristia",2
"Cyprinella leedsi",2
"Cyprinella spiloptera × whipplei",2
"Dallia pectoralis",2
"Elassoma okatie",2
"Elassoma okefenokee",2
"Enophrys bison",2
"Esox americana vermiculatus",2
"Esox americanus vermicualtus",2
"Etheostoma atripinne",2
"Etheostoma blennioides newmani",2
"Etheostoma collis",2
"Etheostoma kanawhae",2
"Etheostoma lachneri",2
"Etheostoma longimanum",2
"Etheostoma microlepidum",2
"Etheostoma parvipinne",2
"Etheostoma podostemone",2
"Etheostoma ramseyi",2
"Etheostoma simoterum simoterum",2
"Etheostoma susanae",2
"Forbesichthys agassizii",2
"Fundulus lineolatus",2
"Gila bicolor",2
"Girardinichthys multiradiatus",2
"Goodea",2
"Hadropterus phoxocephalus",2
"Hadropterus scierus scierus",2
"Hesperoleucus symmetricus",2
"Hybognathus",2
