"dwc.scientificName","freq"
"Enophrys bison",9
"Erimystax insignis",9
"Erimyzon tenuis",9
"Etheostoma luteovinctum",9
"Etheostoma serrifer",9
"Fundulus heteroclitus",9
"Garra sp.",9
"Jenynsia multidentata",9
"Knodus sp.",9
"Lepomis macrochirus x L. megalotis",9
"Lepomis symmetricus",9
"Lycodes pacificus",9
"Morone mississippiensis",9
"Notropis amabilis",9
"Notropis ortenburgeri",9
"Notropis sabinae",9
"Notropis stilbius",9
"Noturus eleutherus",9
"Noturus funebris",9
"Odontostilbe pequira",9
"Parachiloglanis hodgarti",9
"Planaltina sp.",9
"Potamotrygon hystrix",9
"Prosopium williamsoni",9
"Psettichthys melanostictus",9
"Pseudambassis lala",9
"Psilorhynchus balitora",9
"Thoburnia rhothoeca",9
"Trachinocephalus myops",9
"Turcinoemacheilus himalaya",9
"Aequidens tetramerus",8
"Ambloplites ariommus",8
"Ammocrypta clara",8
"Aplocheilus panchax",8
"Astyanax -C-",8
"Atractosteus spatula x L osseus",8
"Balitora brucei",8
"Bullockia maldonadoi",8
"Catostomus discobolus",8
"Channa orientalis",8
"Chlorophthalmus agassizi",8
"Cottus beldingii",8
"Crenicichla anthurus",8
"Cynoscion arenarius",8
"Cynoscion nebulosus",8
"Cyprinella xanthicara",8
"Diaphus dumerilii",8
"Equetus lanceolatus",8
"Etheostoma barbouri",8
"Etheostoma collettei",8
"Etheostoma nianguae",8
"Etheostoma obeyense",8
"Eucalia inconstans",8
"Fundulus confluentus",8
"Gobiomorus dormitor",8
"Hypophthalmichthys nobilis",8
"Ictalurus sp.",8
"Labeo angra",8
"Lumpenus sagitta",8
"Morone chrysops x M. saxatilis",8
"Mystus vittatus",8
"Notropis heterodon",8
"Notropis potteri",8
"Notropis suttkusi",8
"Oligocottus snyderi",8
"Oligoplites saurus",8
"Ophidion holbrookii",8
"Opsanus tau",8
"Opsarius tileo",8
"Petromyzon marinus",8
"Pholis ornata",8
"Prionotus carolinus",8
"Prochilodus nigricans",8
"Pteronotropis hypselopterus",8
"Selene vomer",8
"Syngnathus louisianae",8
"Umbra pygmaea",8
"Urophycis regia",8
"Ammocrypta pellucida",7
"Aspidoparia sp.",7
"Balistoides conspicillum",7
"Barbatula barbatula",7
"Carpiodes sp.",7
"Catostomus latipinnis",7
"Catostomus sp.",7
"Centropristis philadelphica",7
"Centropyge bispinosa",7
"Characidium steindachneri",7
"Chela cachius",7
"Chilomycterus schoepfii",7
"Creagrutus beni",7
"Creagrutus sp.",7
"Ctenogobius boleosoma",7
"Dallia pectoralis",7
"Dascyllus trimaculatus",7
"Dorosoma chavesi",7
"Elops saurus",7
"Etheostoma coosae",7
"Etheostoma moorei",7
"Etheostoma rafinesquei",7
"Etheostoma spectabile uniporum",7
"Eucinostomus argenteus",7
"Eucinostomus gula",7
"Farlowella knerii",7
"Fundulus blairae",7
"Fundulus pulvereus",7
"Gadus chalcogrammus",7
"Gadus macrocephalus",7
"Gila atraria",7
"Glyptothorax cavia",7
"Glyptothorax trilineatus",7
"Helicolenus dactylopterus",7
"Hexagrammos decagrammus",7
"Hybognathus hayi",7
"Hybopsis hypsinotus",7
"Lepidocephalichthys annandalei",7
"Luxilus cerasinus",7
"Lycodes palearis",7
"Menticirrhus littoralis",7
"Menticirrhus sp.",7
"Notropis chrosomus",7
"Notropis harperi",7
"Notropis lutipinnis",7
"Notropis petersoni",7
"Notropis semperasper",7
"Notropis xaenocephalus",7
"Ophidion antipholus",7
"Opisthonema oglinum",7
"Oreoleuciscus sp.",7
"Ostorhinchus novemfasciatus",7
"Othonocheirodus eigenmanni",7
"Percichthys melanops",7
"Percina palmaris",7
"Pimelodus sp. h",7
"Poeciliidae",7
"Psilorhynchus sucatio",7
"Pteronotropis welaka",7
"Rhacochilus vacca",7
"Sardinops sagax",7
"Sciaenops ocellatus",7
