"dwc.scientificName","freq"
"Prionotus alatus",5
"Pristipomoides aquilonaris",5
"Pseudogramma gregoryi",5
"Psychrolutes paradoxus",5
"Ptilichthys goodei",5
"Raja",5
"Raja radiata SCABRATA",5
"Scarus",5
"Scomberesox saurus",5
"Serranus",5
"Sphoeroides nephelus",5
"Sphyraena guachancho",5
"Tetrapturus georgii",5
"Tylosurus acus",5
"Ulvaria subbifurcata",5
"Valenciennellus tripunctulatus",5
"Xenodermichthys copei",5
"Xenolepidichthys dalgleishi",5
"Acipenser gueldenstaedtii",4
"Aluterus scriptus",4
"Argyropelecus gigas",4
"Astronesthes niger",4
"Bajacalifornia megalops",4
"Baldwinella aureorubens",4
"Bathophilus pawneei",4
"Benthosema suborbitale",4
"Blepsias cirrhosus",4
"Bregmaceros",4
"Bregmaceros atlanticus",4
"Bryozoichthys marjorius",4
"Carcharhinus limbatus",4
"Channa argus",4
"Chaunax pictus",4
"Chrosomus erythrogaster",4
"Cichlasoma urophthalmum",4
"Clepticus parrae",4
"Clinostomus elongatus",4
"Coelorinchus parallelus",4
"Coryphaenoides zaniophorus",4
"Cynoscion",4
"Cyprinella lutrensis",4
"Cyttopsis rosea",4
"Diplacanthopoma brachysoma",4
"Diplophos taenia",4
"Dolopichthys longicornis",4
"Encheliophis",4
"Erimystax dissimilis",4
"Etheostoma asprigene",4
"Etheostoma caeruleum",4
"Etmopterus hillianus",4
"Fundulus confluentus",4
"Gadomus dispar",4
"Galeocerdo cuvieri",4
"Haemulon flavolineatum",4
"Hemiramphus brasiliensis",4
"Hippoglossoides platessoides",4
"Holocentrus rufus",4
"Huso dauricus",4
"Labidesthes sicculus",4
"Lampadena speculigera",4
"Lampanyctus alatus",4
"Lampetra lamottenii",4
"Lepisosteus platyrhincus",4
"Lepomis marginatus",4
"Lestrolepis intermedia",4
"Lutjanus synagris",4
"Luxilus",4
"Lycodes cortezianus",4
"Magnisudis atlantica",4
"Makaira nigricans",4
"Margrethia obtusirostra",4
"Melanonus zugmayeri",4
"Microgobius gulosus",4
"Mola mola",4
"Monacanthus ciliatus",4
"Myoxocephalus aenaeus",4
"Narcetes stomias",4
"Nezumia longebarbata",4
"Nocomis",4
"Normichthys operosus",4
"Notropis topeka",4
"Noturus flavus",4
"Nybelinella erikssoni",4
"Ogcocephalus parvus",4
"Ophiodon elongatus",4
"Peprilus alepidotus",4
"Peristedion ecuadorense",4
"Photonectes margarita",4
"Phtheirichthys lineatus",4
"Polyacanthonotus challengeri",4
"Polyipnus clarus",4
"Pomoxis",4
"Poromitra",4
"Poromitra megalops",4
"Prionotus roseus",4
"Prionotus scitulus SCITULUS",4
"Pylodictis olivaris",4
"Rondeletia bicolor",4
"Scaphirhynchus albus",4
"Scomber japonicus",4
"Scomberomorus cavalla",4
"Scopelarchus analis",4
"Scorpaena brasiliensis",4
"Searsia koefoedi",4
"Seriola rivoliana",4
"Setarches guentheri",4
"Spectrunculus crassus",4
"Sphoeroides dorsalis",4
"Sphoeroides parvus",4
"Squalius cephalus",4
"Squatina dumerili",4
"Stegastes fuscus",4
"Symphurus marginatus",4
"Synagrops japonicus",4
"Synodus synodus",4
"Thaumatichthys binghami",4
